Row_ID,DBSCAN_cluster,Is_noise,Kth_neighbor_distance,Component_1,Component_2,y,housing,loan
4025,0,False,1.073594421879916,-0.03954656074818651,-0.7858202905832703,no,yes,no
4026,0,False,1.0544058899261997,-0.1888357439669141,-0.3090416903298097,no,no,no
4027,0,False,0.7049314136873612,0.9813629122934063,-0.3705339170602808,no,yes,yes
4028,-1,True,1.4522689506267017,-0.46769351255062136,-0.6244717541711027,no,yes,no
4029,0,False,0.6607870151613638,0.15688027423897544,-0.47781138590465233,no,yes,no
4030,0,False,0.7027624999724398,0.7917493347433967,-0.5344713631112831,no,yes,no
4031,0,False,0.9373484314495415,-0.01387567561944477,-0.72468228261157,no,yes,yes
4032,0,False,0.7989932087063177,0.2156255324138637,-0.5803418929967867,no,yes,no
4033,0,False,0.7049536951511048,0.2899912908555497,-0.5992932618867908,no,no,no
4034,0,False,1.1194222357163301,0.13183225404843416,-0.8479055240822696,no,yes,no
4035,0,False,0.8513940159980012,0.7592945373215165,-0.5622789778928851,no,no,no
4036,0,False,1.1257214682974084,0.2939926779946362,-0.4173304521166394,yes,yes,yes
4037,0,False,0.9394195289516357,-0.63501611539984,-0.7238424218794854,no,yes,no
4038,0,False,1.3220918334534784,0.16222323737900982,-0.4981135270629787,no,no,no
4039,0,False,1.0305048157651928,0.06528116424320285,-0.7268673169812071,no,yes,no
4040,0,False,1.0579887376975163,0.5335424171442756,-0.7136746482306978,no,yes,no
4041,0,False,1.0733111247118776,-0.08405742987054016,-0.5672457681744767,no,yes,yes
4042,0,False,1.1921389154932822,0.11545928505146028,-0.756098650056734,no,yes,no
4043,0,False,1.1559376637438008,0.3152196780537117,-0.3708865364289118,yes,yes,no
4044,0,False,0.8851420241780357,0.2908968449768293,-0.45376593850662844,no,yes,no
4045,0,False,0.9870531512073324,0.14941540731320913,-0.5421719352538074,no,yes,no
4046,-1,True,1.6242327135433463,0.28337675323222977,-1.4989757746571917,no,yes,no
4047,0,False,0.8676900973949948,-0.016961978281533653,-0.7333781457347639,no,yes,no
4048,0,False,1.1997383548227134,1.0256405559423354,-0.8203326838192218,no,yes,no
4049,0,False,0.5987150657393184,0.9792933350514543,-0.5192738955450341,no,yes,yes
4050,0,False,0.605494470867083,0.1693280091477767,-0.4328776632205562,no,yes,no
4051,0,False,0.8011256191634176,0.31446058538824767,-0.6891094738439245,no,yes,yes
4052,0,False,0.693353134073546,0.3395794533249919,-0.5837707302515527,no,yes,no
4053,0,False,0.7374706973171392,0.19561415699462784,-0.5716025887874369,no,yes,no
4054,0,False,0.9006936833330802,0.10121596470771627,-0.41145320218538456,no,yes,yes
4055,0,False,1.2913820716221263,-0.47249687909295357,-0.51951169874719,no,yes,no
4056,0,False,0.8199577576755416,-0.0010278943626253023,-0.3617411079945084,no,no,no
4057,0,False,0.6879764927666769,0.998725929872917,-0.589212791806578,no,yes,no
4058,0,False,0.6834111061158272,0.9780442111098483,-0.5652147662168311,no,yes,no
4059,0,False,0.9592704476805097,-0.6659016698097286,-0.6484809734708655,no,yes,no
4060,0,False,1.031216066273513,0.31817062295794546,-0.7479988593090124,no,no,yes
4061,0,False,0.9395139530584551,-0.009250174393068081,-0.4479105945009917,no,yes,yes
4062,0,False,0.955672373217679,0.21324707656014952,-0.44092729145886883,no,yes,no
4063,0,False,0.9356576109511029,0.259175358495697,-0.5529979346994183,no,yes,yes
4064,0,False,1.05669742207816,0.7223956935970519,-0.5575608964996168,no,yes,no
4065,-1,True,1.4821067348708024,0.5564615827144401,-0.6417638167961273,no,yes,no
4066,0,False,0.9162562521822007,0.22073283013128228,-0.3979103183856838,no,yes,no
4067,0,False,0.8594908937800767,0.9336709558516728,-0.4652090994840477,no,no,no
4068,0,False,0.8494795714205688,0.9520637318598019,-0.48731726233925543,no,yes,no
4069,0,False,0.7720790255987358,-0.046345733669435174,-0.6173548326690254,no,yes,no
4070,-1,True,1.7249511583149102,0.25209457871480345,-0.7100734672663653,no,yes,no
4071,0,False,0.7982589649586135,0.7904242361256725,-0.6984992974877614,no,yes,yes
4072,0,False,0.9681768477419666,-0.9101524721697762,-0.5979464485977821,no,no,no
4073,0,False,1.131809621406275,-0.7220617875636698,-0.381346405794296,no,no,no
4074,0,False,1.0537240419342906,-0.1716865114605608,-0.3588491867254292,no,yes,no
4075,0,False,0.682038170764772,0.757861813322168,-0.5908173996604895,no,no,no
4076,0,False,0.845738142422754,0.8971330656859992,-0.6964937564430561,no,yes,yes
4077,0,False,0.9025164108934279,-0.5401217939524356,-0.4955955241280657,no,yes,yes
4078,0,False,0.9255920578348008,-0.4045609364341252,-0.5878805184149116,no,no,no
4079,0,False,0.7246724507282927,0.8725696378209393,-0.5148086425504985,no,yes,no
4080,0,False,0.8568982977703757,-0.15154209329833693,-0.5574681717451405,no,no,no
4081,0,False,0.8390407600728111,1.0045694568490584,-0.4803207787016951,no,yes,no
4082,0,False,0.9788694806080956,0.7000201715238618,-0.3486029281062077,no,yes,no
4083,0,False,0.8787087520814343,-0.011939913192633097,-0.41608784310279784,no,yes,no
4084,0,False,1.1110378520644675,-0.007958988538097327,-0.4073831469684839,no,yes,no
4085,-1,True,1.5659356362640662,-1.066098993737622,-0.5163461869804312,no,yes,no
4086,0,False,0.6065034773880245,0.8046656498618893,-0.46019771293184236,no,no,no
4087,0,False,0.7980529427009422,0.8701666275324971,-0.37996217949315086,no,yes,yes
4088,0,False,0.9795220748299809,-0.2080236087935625,-0.3560371508074331,no,yes,no
4089,0,False,0.7230666853348061,0.7593191909261171,-0.5478755416370279,no,yes,yes
4090,0,False,0.8811692384170035,-0.1883114413254858,-0.5316453929500115,no,yes,no
4091,0,False,0.9035477018956674,0.12010117736925893,-0.2733076367462942,yes,yes,no
4092,0,False,0.9388097201456935,0.707177281694532,-0.37790123546419746,no,yes,no
4093,0,False,0.8580257020921567,-0.20518280217461485,-0.5052133852969463,no,yes,no
4094,0,False,0.6851463314028879,0.7646221587212094,-0.43093996819368774,no,yes,no
4095,0,False,1.222753679917272,-0.2834619790287772,-0.7686082048919971,no,yes,no
4096,-1,True,1.523342665151117,-0.8731596186020034,-0.8090229756368781,no,yes,yes
4097,0,False,1.0481273459735745,0.17521485611475912,-0.30430979376755185,no,yes,no
4098,0,False,1.039537229612356,0.2532407034077994,-0.5190324075189249,no,yes,no
4099,0,False,0.9562780827104405,0.24744486147653064,-0.39168715886967087,no,yes,no
4100,0,False,0.7928651865824106,0.855858611277617,-0.49758354351725737,no,yes,no
4101,0,False,0.7797458030733658,0.83200643917011,-0.4184216010270217,no,yes,no
4102,0,False,0.8874005189309521,-0.15182518826239688,-0.4275814677081837,no,yes,no
4103,0,False,0.9799542207360314,0.3489934439651137,-0.5287306765031927,no,yes,no
4104,0,False,0.862965304143774,0.14018446855206207,-0.3901737020494958,no,yes,no
4105,0,False,0.6035380824104539,0.7659361660722412,-0.45404389790227323,no,yes,yes
4106,0,False,0.996397728859456,-0.872032819758214,-0.6079029891605963,no,yes,no
4107,0,False,0.7033434234947288,0.7245457801214629,-0.5197845365881169,no,yes,no
4108,0,False,0.8831883960416468,0.008362160591196688,-0.4873650154476948,no,yes,no
4109,0,False,0.9818649553008235,-0.1723973248072348,-0.39393698752850126,no,yes,yes
4110,0,False,0.7189763490561387,0.7271825220697403,-0.5085954172438841,no,yes,no
4111,0,False,0.674511589717063,0.2935164793951797,-0.5048020115549232,no,yes,yes
4112,0,False,0.9196467306092376,0.4601192965364164,-0.4170153345374134,no,yes,yes
4113,0,False,1.246351725494571,0.3970797874357346,-0.6305717062241899,no,yes,no
4114,0,False,1.0512017281303196,0.49751472399604313,-0.46728425323813255,no,yes,no
4115,0,False,0.8684209990813158,-0.6735912593697138,-0.6137562288180376,no,yes,no
4116,0,False,1.2103690470447288,0.23440187000242727,-0.4676514845990813,no,no,no
4117,0,False,0.6615474973161456,0.9125572777036669,-0.4778691161694342,no,yes,no
4118,0,False,0.7595770170301387,0.6960544510372187,-0.3108951762323176,no,yes,no
4119,0,False,0.7155850369423881,-0.18049841782859272,-0.5050066203829129,no,yes,no
4120,0,False,0.94022010593231,0.9508736720568955,-0.5570858438421684,no,yes,no
4121,0,False,0.5374769803996812,0.9718149271423661,-0.4414714714358032,no,yes,no
4122,0,False,0.8030177290244709,0.59702449997233,-0.36862794110765573,no,yes,no
4123,0,False,0.6968774566516582,0.7967713062176203,-0.6201121723932245,no,yes,no
4124,0,False,1.0875878072691418,0.4459008290158235,-0.4594696911175749,no,yes,no
4125,0,False,0.8238950295397267,-0.32957537638438233,-0.4905787976417744,no,yes,no
4126,0,False,0.7988831999304319,0.975713831218898,-0.40771566874787957,no,yes,no
4127,0,False,0.7940449966014631,0.2666626636492471,-0.49862184525418435,no,yes,no
4128,0,False,0.7206062309932743,0.3632949926450143,-0.5353596206893283,no,no,no
4129,0,False,0.6066010344720215,0.2619483125360451,-0.4048232011898183,no,yes,no
4130,0,False,0.7538578153618313,0.7804112709439404,-0.4111473257468938,no,yes,yes
4131,0,False,0.9686388322515388,0.30729439879154297,-0.6908219119840248,no,yes,no
4132,0,False,0.693046037784039,0.2826712179884982,-0.5273623410422258,no,yes,no
4133,0,False,0.6530438357857806,0.8949504425504514,-0.526105084914076,no,yes,no
4134,0,False,0.8719964094152918,-0.44566905948261637,-0.44278850311422624,no,yes,no
4135,-1,True,1.3346971946851183,-0.08784362691500955,-0.37842093717502734,no,yes,no
4136,0,False,0.7976808429740178,0.9320848555023759,-0.3216613034977757,no,yes,yes
4137,0,False,0.914119940166479,0.9531828780446164,-0.35431402395526035,yes,yes,no
4138,-1,True,1.781270944429408,-1.8217605003103428,-0.46639065058639223,no,yes,no
4139,0,False,0.8115784311565858,0.2551775674476862,-0.2929796489580362,no,no,no
4140,-1,True,1.3181454441084681,0.8567610896816298,-1.1326656586270665,no,yes,no
4141,0,False,0.7478801462120133,0.29435469286569715,-0.6602534640196666,no,yes,no
4142,0,False,0.7577555488079012,0.2968078327355326,-0.6628190224453803,no,yes,no
4143,0,False,0.5883231031103622,0.11288200890121487,-0.48528688350283816,no,yes,no
4144,0,False,1.0113938025288631,-0.006282331919028286,-0.4373293264460067,no,no,no
4145,0,False,0.8699180360376396,0.27010852061811735,-0.5891723160200031,no,yes,no
4146,0,False,0.8519429265176598,0.9969068334799888,-0.4818234792914487,no,yes,no
4147,0,False,0.900722238287673,0.2023235238049715,-0.5546479244140542,no,yes,no
4148,0,False,0.6283912964018387,0.35115636044796067,-0.43469339004919444,no,no,no
4149,0,False,0.8413155559210954,0.2895208330886446,-0.4159311316425402,no,yes,no
4150,0,False,0.5804881001233412,0.15983343147715984,-0.4474948065749481,no,no,no
4151,0,False,0.78148460208085,-0.10561841068556002,-0.46003685005723166,no,no,no
4152,0,False,1.0925705546528477,-0.11403563432485161,-0.5277148013343372,no,no,no
4153,0,False,1.0323470770719174,-0.4544935220375908,-0.47515602650718464,no,yes,no
4154,0,False,0.9208144051922174,-0.3968827469629301,-0.4752042157760447,no,yes,no
4155,0,False,0.9486873459375215,0.44701118450723987,-0.4770747958061159,no,no,no
4156,0,False,0.9383350229362533,0.2808635044256107,-0.48584078045224405,no,yes,no
4157,0,False,0.8461986801593367,0.9511377680605164,-0.49071083363510976,no,yes,no
4158,0,False,1.1710706974321585,0.3372926544477459,-0.5578838730452395,no,yes,yes
4159,0,False,0.6343282041141133,0.10671079554173966,-0.4966301504499016,no,yes,no
4160,0,False,0.9820460204815363,0.9203442686495074,-0.4486390442863784,no,yes,no
4161,0,False,0.7719765278962124,0.27078870823574747,-0.5632306866725494,no,yes,no
4162,0,False,1.2207321254914596,-0.08763147274948052,-0.4137233246267711,no,yes,no
4163,0,False,1.0123025284543494,-0.19815704481358049,-0.5310480564328709,no,yes,no
4164,0,False,0.8802739019605427,0.8447990047401798,-0.45727432305456206,no,no,no
4165,0,False,1.0132659285149317,-0.6453266235548185,-0.7479925204967193,no,yes,no
4166,0,False,0.8227677962092875,0.9712325463546645,-0.40388671071943744,no,yes,no
4167,0,False,0.5843519892292894,0.9848029395077175,-0.421366274967165,no,yes,no
4168,0,False,0.8013209620855832,0.99965380204229,-0.5135306494894178,no,yes,no
4169,0,False,0.5546617379984863,0.13528352956196102,-0.5218248178067192,no,yes,no
4170,0,False,0.8322916232644828,0.2615046326281587,-0.29379439907231153,no,yes,no
4171,0,False,0.626158740242292,0.3415686539817681,-0.4006390175100755,no,yes,no
4172,0,False,0.6642483457047306,0.6440583322326088,-0.5364716983162956,no,yes,no
4173,0,False,1.0345325819326356,-0.8820160351094839,-0.5008490816975821,no,yes,no
4174,0,False,0.7076579642853501,0.3570763900241462,-0.42167862441687903,no,yes,no
4175,0,False,0.935067126265857,0.10080261433731677,-0.2752389769028523,no,yes,no
4176,0,False,0.6660504013301509,0.9804102825565216,-0.4876231740264794,no,yes,no
4177,0,False,0.8048155535158122,-0.17778425239195164,-0.42746658286549755,no,yes,no
4178,0,False,0.8324597440889606,0.2764795116958738,-0.487374777526954,no,yes,no
4179,0,False,0.6386379235666544,0.3533139956826109,-0.4079177290167631,no,no,no
4180,0,False,0.9524311384788208,-0.12440859911341166,-0.35726099219437635,no,yes,no
4181,0,False,0.9066991982010569,0.5276605691974726,-0.4915694694490103,no,yes,no
4182,0,False,0.9589058850534379,0.25853450875182665,-0.6078359805565111,no,yes,no
4183,0,False,1.1130484232466555,0.54554971155377,-0.569518856104911,no,no,no
4184,0,False,0.8619985459258818,-0.15509587431561722,-0.5760916300109645,no,yes,no
4185,0,False,0.9042150896176492,-0.17150396453714434,-0.4356920844022696,no,yes,no
4186,0,False,0.7652817987972645,0.7890160486463474,-0.3031459397428621,yes,yes,no
4187,0,False,1.01497729826346,-0.7199589583366172,-0.6539572394003823,no,yes,no
4188,0,False,0.8125347082253286,0.39517592590852746,-0.6744786164498918,no,yes,no
4189,-1,True,1.3644794146848276,0.8687266964035834,-0.9582935775514866,no,yes,no
4190,0,False,0.957107299050424,-0.10370120055087678,-0.5923006399603081,no,no,no
4191,0,False,0.7559463855337982,0.994373383035356,-0.5529557753330595,no,yes,yes
4192,0,False,0.6011065477760912,0.6450939055468552,-0.5177382128483708,no,yes,no
4193,0,False,1.02769563908317,0.9790041365040061,-0.5873896089438239,no,yes,no
4194,0,False,0.7595770170301387,0.7083937908417388,-0.42199889884671,no,yes,no
4195,-1,True,2.0079681237265747,-0.3594040445658538,-0.9426727335119616,no,yes,no
4196,0,False,0.8548952525529308,0.5191610088556277,-0.5739880900153971,no,yes,no
4197,0,False,1.124722775192568,-0.9459278064956427,-0.6771286868896275,no,yes,no
4198,0,False,0.6497368332972725,0.9928327077894549,-0.46269732289994664,no,yes,no
4199,0,False,1.338607892639755,0.2796206203209454,-0.4025112267770873,no,yes,yes
4200,0,False,0.8432296524073128,0.2607481538947109,-0.3789745681038066,no,yes,yes
4201,0,False,0.9894847590569997,0.999269062837824,-0.4215056700845796,yes,yes,no
4202,0,False,0.6570471471533342,0.9001474181808276,-0.4387821822524111,no,yes,no
4203,0,False,0.8124214711983585,1.013842750666657,-0.5459205633156102,no,yes,yes
4204,0,False,0.9293433181568995,0.00017335366783829793,-0.3536826748486314,no,yes,no
4205,0,False,0.9224349982716648,-0.1773403198274604,-0.4712791965853571,no,yes,no
4206,0,False,0.9388193605006793,-0.5279744592068366,-0.4811327519181078,no,yes,no
4207,0,False,0.656832761334281,0.9794029678437108,-0.39160639686290183,no,yes,no
4208,0,False,0.7671302039169358,0.3613318083353086,-0.4427064750095614,no,yes,no
4209,-1,True,1.452047797052325,0.24809138875520761,-1.1857721396745908,no,yes,no
4210,0,False,0.7250553281335779,0.9903061923308711,-0.5849403616833578,no,yes,no
4211,0,False,1.0688287658396358,0.9171729618252624,-0.4488722239699051,no,yes,yes
4212,0,False,0.8276987175766278,0.7164450518803991,-0.7706397147385491,no,yes,no
4213,0,False,0.8832427831544337,-0.12032563253959742,-0.6038281100626498,no,yes,no
4214,0,False,0.8130881054196887,0.6499396796597887,-0.34272987576504804,no,yes,no
4215,0,False,1.0588101744295084,0.2777542349498574,-0.6054894204151513,no,yes,no
4216,0,False,0.9679539755147686,0.4561136468612668,-0.3584101334109198,no,yes,no
4217,0,False,1.350833599381835,-0.8615813285824719,-0.46925965248404716,no,yes,no
4218,0,False,0.7084903951124847,0.014657018843276446,-0.6576461984617696,no,yes,no
4219,0,False,0.9175525855512006,0.5236791934167192,-0.6212448020151272,no,yes,yes
4220,0,False,0.9086319300372823,0.6013908193092492,-0.45966674197103025,no,yes,yes
4221,0,False,0.8064881881432822,0.8517503942011689,-0.45036319244158896,no,yes,no
4222,0,False,0.6526301891506895,0.24991160052844058,-0.48513017855810625,no,yes,yes
4223,0,False,0.9181583826249525,-0.1409432085186741,-0.5566022875586595,no,no,no
4224,0,False,0.9008162304706985,0.9463637997206475,-0.306869027648752,no,yes,no
4225,0,False,0.7436713037660867,0.28186687858906856,-0.5396857745897433,no,yes,no
4226,0,False,0.8281142988894165,0.04707796280031177,-0.32027882620967274,no,no,yes
4227,0,False,0.8907482216951389,-0.19819247164021328,-0.4824902951457077,no,yes,no
4228,0,False,0.8589957907888416,0.26520896893862544,-0.48300900614518705,no,yes,yes
4229,0,False,0.9918127261093054,0.5782735390265817,-0.35699680332956335,no,yes,yes
4230,0,False,0.6191442628002153,0.2615197639400806,-0.3967454129139488,no,no,no
4231,0,False,0.8345260732043706,-0.16239137594266176,-0.5417965129323217,no,yes,no
4232,0,False,0.8342879874563705,0.9492687675311257,-0.44856126014016956,no,yes,no
4233,0,False,0.7085112425247332,0.7924041518500449,-0.6478938737797449,no,yes,no
4234,0,False,0.8200842813598652,0.16026830023268937,-0.6371521741053899,no,yes,yes
4235,0,False,0.5847476351050473,0.652453389897387,-0.42088183945367036,no,yes,no
4236,0,False,0.5898766580931892,0.8825293598796784,-0.4881281417279688,no,yes,no
4237,0,False,0.9971575816365297,0.16978975283727107,-0.776044236872343,no,yes,yes
4238,0,False,0.897794543708478,0.7014247083797832,-0.4565884923617731,no,yes,no
4239,0,False,0.8601287980685108,0.07618994461033368,-0.5182602614080097,no,yes,no
4240,0,False,0.6820771312191012,0.3435058025579776,-0.3891364628068284,no,yes,no
4241,0,False,1.0081799683707005,0.2898064604914809,-0.3595481888809078,no,yes,no
4242,0,False,0.6592475529389279,0.6335781153114682,-0.49258495557060067,no,yes,no
4243,0,False,0.8939780181260886,0.9483823480375462,-0.3588266926118569,no,yes,no
4244,0,False,0.8032187660126707,0.9419459918868863,-0.4903771380772641,no,yes,no
4245,0,False,1.034986821818822,0.8005878784239696,-0.7762019881453412,no,no,no
4246,-1,True,1.2617738109624814,0.22968864195844635,-0.2806492280517326,no,yes,no
4247,0,False,0.8259752348825747,0.5146987716062954,-0.49761977714550076,no,yes,yes
4248,0,False,1.0044172763591355,0.34708507950064565,-0.4945004908438054,no,yes,no
4249,0,False,1.0172037169747117,0.21528893605206328,-0.3564274102633413,no,yes,no
4250,0,False,1.0309266322842416,0.13032285604878538,-0.4900237786187115,no,no,no
4251,0,False,1.0399114008156642,-0.4293377518866924,-0.4542028436538629,no,yes,no
4252,0,False,0.5635951256401684,0.1546516475095357,-0.45482049627540866,no,yes,no
4253,0,False,0.7184119420067947,1.017671631632356,-0.6051974043305696,no,yes,no
4254,0,False,0.986156489775718,0.9483389858311913,-0.3516751682704304,no,yes,no
4255,0,False,0.7901638646317577,0.35005610273979454,-0.40269403065983117,no,yes,no
4256,0,False,1.1300592226580402,0.7295483535243931,-0.21992626386317599,no,yes,no
4257,0,False,0.7583359766393617,0.9686786385555275,-0.5794851610091464,no,yes,yes
4258,0,False,1.1652097291381533,0.500511009723446,-0.4593924024346962,no,yes,no
4259,0,False,0.9022390898659628,1.0224627001964577,-0.5516204953233906,no,yes,no
4260,0,False,0.9039632528524657,0.9553966856032241,-0.5631506958827504,no,yes,no
4261,0,False,0.7323787675914517,-0.015914634741320138,-0.580659592326284,no,yes,no
4262,0,False,0.7779500799640278,0.015746014248791993,-0.4875382196367588,no,yes,no
4263,0,False,1.0990692854379283,0.25483472895623005,-0.45290351899009007,no,yes,no
4264,0,False,0.8199577576755416,0.3436257737054206,-0.3741676594998139,no,yes,yes
4265,0,False,0.898295219027717,1.0135555346176757,-0.7184902924109501,no,yes,no
4266,0,False,0.9988170755988297,-0.10901955538201444,-0.4149685873213923,no,yes,no
4267,0,False,1.039207223795285,0.5038144400738673,-0.5336685961198235,no,yes,no
4268,0,False,1.4006215201335428,-0.15961495731253295,-0.36398309385645267,no,yes,no
4269,0,False,1.2921613420969715,-0.8740368113603307,-0.504036391185206,no,yes,no
4270,0,False,0.909327732994676,0.10301352268342415,-0.3800591565572761,no,yes,no
4271,0,False,0.6193467795152872,-0.12425034927372648,-0.4851756612910905,no,yes,no
4272,0,False,1.016643962398232,-0.18529061018527668,-0.45109427045978223,yes,yes,no
4273,0,False,1.0735713432721417,-0.5239451973658098,-0.41236460656599133,no,yes,no
4274,0,False,0.6562171746688895,0.3443827607427226,-0.3958561877564607,no,yes,no
4275,0,False,1.182474544892316,-0.3773889752158906,-0.7640495807064489,no,yes,no
4276,-1,True,4.252673955635669,1.4567784678590727,-2.764133785655275,no,yes,no
4277,0,False,1.1682629703779708,0.02130048717791389,-0.3942442529263041,no,yes,no
4278,0,False,0.846524189562143,0.39277383390141374,-0.6599733797311685,no,yes,no
4279,0,False,0.9285604734558889,0.321420910865617,-0.7853492666884728,no,yes,yes
4280,0,False,0.8586566126016957,0.05255066859586484,-0.4919578867656982,no,yes,no
4281,0,False,1.0889735478925275,-0.037117749611140734,-0.9464628109336516,no,yes,no
4282,0,False,0.7457580509506379,0.09078960101628482,-0.6132715125672952,no,yes,no
4283,-1,True,1.3573593288859076,-0.4451835392263062,-1.07573764297116,no,no,no
4284,0,False,0.7879916753370502,-0.09684937160233956,-0.4549811636388833,no,yes,yes
4285,-1,True,1.5322576797488718,0.49033404061604824,-0.46222683892007865,no,yes,no
4286,0,False,0.6562171746688895,0.2680529294311182,-0.43577294606889305,no,no,no
4287,0,False,0.7338761409133936,0.10871750667448375,-0.6098904108308485,no,yes,no
4288,0,False,0.9421557900046602,0.3335464311136448,-0.4860898304431422,no,yes,yes
4289,0,False,0.8068035750036924,1.0070643081226769,-0.5577506075476704,no,yes,no
4290,0,False,0.6762901052419673,0.7793921691068729,-0.3493816204137487,no,yes,no
4291,0,False,0.7243182906431451,0.9640789573463052,-0.5181206341885355,no,yes,no
4292,0,False,1.2507563823780934,0.26332287442532204,-0.3919467711113374,no,yes,yes
4293,0,False,0.7953989828599969,0.8883209795318947,-0.4877639157758278,no,yes,no
4294,0,False,1.2308295796092996,-0.4315454846868928,-0.4009184929479013,no,yes,no
4295,0,False,0.9930471946922429,0.3596101477581575,-0.5466685033364461,no,yes,no
4296,0,False,0.7826336299918715,0.940295552541808,-0.34821453836611094,no,yes,no
4297,0,False,0.8963033201824149,0.4996803951148202,-0.5411703163658214,no,no,no
4298,0,False,0.871923566342292,-0.06669442801633522,-0.5070770735653903,no,yes,no
4299,0,False,0.8146848718756787,0.017885899328473343,-0.5374927205123196,no,yes,no
4300,-1,True,6.0537951111247486,0.4475964964875072,-3.121677403712842,no,yes,no
4301,-1,True,1.6061826098285452,1.0926048816666374,-1.113798212031562,no,yes,yes
4302,0,False,0.9507354710610755,0.7141495074540029,-0.5016095753972634,no,yes,no
4303,0,False,1.0676166368401676,0.36381189918775386,-0.5968631156462163,no,yes,no
4304,0,False,0.7165542587744416,0.6581323583179864,-0.41820296939131857,no,yes,no
4305,0,False,0.7436094950734197,0.17269037551345018,-0.534889100364657,no,yes,yes
4306,0,False,1.0207688428132742,0.6359569949786276,-0.46806543411711693,no,yes,yes
4307,0,False,0.8345798265120457,-0.10763993964655923,-0.5150508970365181,no,yes,no
4308,0,False,0.8929150698655247,0.5106345893163358,-0.46091030674889893,no,yes,no
4309,0,False,1.1344355385916132,0.2415799834612101,-0.7593057243058321,no,yes,yes
4310,0,False,1.2441391265128814,0.8322907956160374,-0.8376300789737118,no,yes,no
4311,0,False,0.9548259695959128,-0.09460280004928219,-0.6094842307343209,no,yes,no
4312,-1,True,1.2897771281814894,-0.13075316512905868,-0.5287225588616666,no,yes,yes
4313,0,False,0.762596866897082,0.298271998830362,-0.4856917098774436,no,yes,no
4314,0,False,1.0641253115458797,-0.40979231607059086,-0.39704312936035524,yes,yes,no
4315,0,False,0.9073596720190493,0.9594537726567821,-0.5124379455868089,no,yes,no
4316,0,False,0.7249099585143127,0.3753874139336244,-0.5346328336337621,no,yes,no
4317,0,False,0.9802302877770818,-0.13818629446573505,-0.4923732160173042,no,no,no
4318,0,False,1.259740623213194,0.3131362192279451,-0.316068690207164,no,yes,yes
4319,0,False,0.8543881629084341,0.010235202258752149,-0.704599647276557,no,yes,no
4320,0,False,1.0063947790002785,0.07888700895389146,-0.8460911913210929,no,yes,no
4321,0,False,0.9302966644546918,0.9054130010654134,-0.4266124044090035,no,yes,no
4322,-1,True,1.6156682713460297,-0.16971527278137777,-0.5457446389270267,no,yes,no
4323,0,False,0.7656138629525044,0.9767779795222209,-0.48658543090433837,no,yes,yes
4324,0,False,0.7862771373942412,0.22604976521468595,-0.6780784742965228,no,yes,no
4325,0,False,1.0538043110338662,0.5507666922350933,-0.7332151538857065,no,no,no
4326,0,False,0.6521466211363235,1.0114417872646229,-0.5620155348839146,no,no,no
4327,-1,True,1.5345606919581096,-0.1407037467153415,-0.535690546443656,yes,yes,yes
4328,0,False,0.7473657912223886,0.9656643661127546,-0.4945005796520311,no,yes,no
4329,-1,True,1.2416753563170424,0.18875996335563383,-1.1395874016220586,no,yes,no
4330,0,False,1.0378293797988194,0.9175867403649116,-0.5382669921661581,yes,yes,no
4331,-1,True,9.66246742145207,0.7095473493440466,-3.6758746787996057,no,yes,no
4332,0,False,1.0083096305850465,-0.8795327417230409,-0.7780317222046341,no,no,no
4333,-1,True,1.461887532919312,0.6184908741293118,-0.958823118049583,no,yes,no
4334,0,False,0.7970231841676007,0.9207168260433733,-0.3767318816852352,no,yes,no
4335,-1,True,3.7483788436303365,0.7333467926121107,-2.679111904135851,no,yes,no
4336,0,False,1.0826862398215267,0.9767909805780739,-0.631762589308152,no,yes,no
4337,0,False,0.8609859740406957,0.9737497258392884,-0.596630647393768,no,yes,no
4338,0,False,0.8508364440424724,0.639366155671829,-0.5806891112375576,no,yes,no
4339,-1,True,2.5973542310947857,0.4354013650754259,-1.7342169216086196,no,yes,no
4340,0,False,1.1747857464407205,0.3314395182137726,-0.8155741348411949,no,yes,yes
4341,0,False,0.9916370255232116,0.4694493355608248,-0.6714697318294865,no,yes,no
4342,0,False,0.9234097970487021,0.09050624635213578,-0.5466193025407402,no,yes,no
4343,-1,True,1.4082326260686084,-0.04875792859261479,-0.6868070139762528,no,yes,no
4344,0,False,1.2781717412092755,0.5918859997879758,-0.8614374845413314,no,yes,no
4345,-1,True,1.6456893744693883,-0.5623243817295837,-0.6399503784495805,no,yes,no
4346,0,False,1.059702828902896,-0.1738870975374455,-0.592669621799663,no,yes,no
4347,0,False,0.6330312183359345,0.7788165092810715,-0.47338590615290044,no,yes,yes
4348,-1,True,1.6290249615861836,-0.3414979039987882,-0.9309446009669936,no,yes,no
4349,-1,True,1.3241854215230593,-0.30731530735050994,-0.960338292147566,no,yes,no
4350,0,False,1.1230599805685777,1.0249009965599252,-0.5143052499356737,no,yes,no
4351,-1,True,1.7752521015177443,-0.03974275289028591,-0.7942730366588675,no,yes,no
4352,-1,True,1.5574990680670993,-1.3142200863700426,-0.6959488306883082,no,yes,no
4353,0,False,0.8298379053431771,0.9977514160131891,-0.41373818213134095,no,yes,yes
4354,0,False,0.6183928120290618,0.790699453360556,-0.47821700517019483,no,yes,yes
